dept_id,store_id,date,month,special_date,year,sales_sum,sell_price_avg,week_number,fuel_value,temperature_avg,CPI,prediction,error,error_decile,abs_error_decile,relative_error
FOODS_2,CA_3,2016-05-16T00:00:00.000Z,5,,2016,693,4.229648234706429,20,2.345,18.61,247.575,678.0672,-14.932805070847962,8,0,-0.021548059265292876
FOODS_2,CA_2,2016-05-13T00:00:00.000Z,5,,2016,510,4.220904516664581,19,2.325,17.23,247.575,412.21848,-97.78151104593343,6,1,-0.191728453031242
FOODS_2,TX_1,2016-05-12T00:00:00.000Z,5,,2016,382,4.143643209532876,19,2.325,24.44,247.575,356.03342,-25.966569605856307,7,0,-0.06797531310433588
FOODS_2,WI_3,2016-05-11T00:00:00.000Z,5,,2016,697,4.219095470168483,19,2.325,14.16,247.575,514.2419,-182.75813883434068,5,3,-0.26220679890149307
FOODS_2,WI_2,2016-05-06T00:00:00.000Z,5,,2016,1340,4.2170351688286765,18,2.342,18.34,247.575,1247.8871,-92.11286148588033,7,1,-0.06874094140737338
FOODS_2,WI_3,2016-04-26T00:00:00.000Z,4,,2016,403,4.218994967751766,17,2.265,6.94,247.906,418.54633,15.54633291479513,8,0,0.03857650847343705
FOODS_2,CA_4,2016-05-22T00:00:00.000Z,5,,2016,489,4.227135674288524,20,2.345,13.61,247.575,408.8558,-80.14420199804692,7,1,-0.16389407361563788
FOODS_2,CA_2,2016-05-20T00:00:00.000Z,5,,2016,476,4.229849241336986,20,2.345,17.78,247.575,412.4134,-63.586599155352474,7,1,-0.13358529234317745
FOODS_2,CA_2,2016-05-19T00:00:00.000Z,5,,2016,501,4.229849241336986,20,2.345,19.44,247.575,361.25507,-139.74492648107702,6,2,-0.27893198898418564
FOODS_2,TX_3,2016-05-06T00:00:00.000Z,5,,2016,521,4.131934666304133,18,2.342,21.66,247.575,470.6736,-50.326395405676976,7,0,-0.09659576853296925
FOODS_2,CA_4,2016-05-02T00:00:00.000Z,5,,2016,447,4.22804019633849,18,2.342,20.84,247.575,367.41174,-79.5882527864486,7,1,-0.17804978252001927
FOODS_2,WI_1,2016-04-25T00:00:00.000Z,4,,2016,547,4.218165822214817,17,2.265,16.39,247.906,531.11523,-15.884747116146059,8,0,-0.0290397570679087
FOODS_2,CA_2,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,433,4.219798988882621,18,2.342,17.23,247.575,387.92334,-45.076650343428696,7,0,-0.1041031185760478
FOODS_2,CA_1,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,720,4.227537683955389,17,2.265,21.39,247.575,642.98785,-77.01216402802095,7,1,-0.10696133892780688
FOODS_2,CA_1,2016-05-20T00:00:00.000Z,5,,2016,434,4.227135674288524,20,2.345,17.78,247.575,451.4229,17.42292297655547,8,0,0.04014498381694809
FOODS_2,CA_3,2016-05-18T00:00:00.000Z,5,,2016,604,4.229648234706429,20,2.345,23.33,247.575,591.2942,-12.705786879920652,8,0,-0.02103607099324611
FOODS_2,TX_1,2016-05-14T00:00:00.000Z,5,,2016,419,4.142160797388709,19,2.325,22.22,247.575,464.78348,45.78346621255224,8,0,0.10926841578174759
FOODS_2,CA_1,2016-05-09T00:00:00.000Z,5,,2016,617,4.227386930330315,19,2.325,15.84,247.575,597.8836,-19.116377411297094,8,0,-0.030982783486705176
FOODS_2,TX_1,2016-05-07T00:00:00.000Z,5,,2016,426,4.143643209532876,18,2.342,22.5,247.575,464.2338,38.23379606766315,8,0,0.08975069499451443
FOODS_2,WI_1,2016-05-04T00:00:00.000Z,5,,2016,593,4.218165822214817,18,2.342,10.0,247.575,534.9186,-58.08144685299226,7,0,-0.0979451043052146
FOODS_2,TX_2,2016-05-02T00:00:00.000Z,5,,2016,471,4.137160797551949,18,2.342,17.5,247.575,446.6075,-24.392494235809124,7,0,-0.051788735107874996
FOODS_2,CA_3,2016-04-26T00:00:00.000Z,4,,2016,612,4.213718584883752,17,2.265,13.61,247.906,620.06055,8.060516745989503,8,0,0.013170778996714873
FOODS_2,CA_2,2016-04-26T00:00:00.000Z,4,,2016,436,4.203115575127865,17,2.265,13.61,247.906,395.6302,-40.36982628470622,7,0,-0.09259134468969317
FOODS_2,CA_1,2016-04-26T00:00:00.000Z,4,,2016,500,4.227562810158609,17,2.265,13.61,247.906,432.74982,-67.25016919301095,7,1,-0.1345003383860219
FOODS_2,CA_1,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,450,4.227537683955389,18,2.342,17.23,247.575,471.3795,21.37950060109506,8,0,0.0475100013357668
FOODS_2,CA_2,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,758,4.219798988882621,17,2.265,21.39,247.575,568.4526,-189.547434138134,5,3,-0.25006257801864645
FOODS_2,WI_3,2016-05-16T00:00:00.000Z,5,,2016,712,4.218844214126692,20,2.345,15.28,247.575,518.4001,-193.5999264816155,5,3,-0.2719100091033926
FOODS_2,WI_2,2016-05-16T00:00:00.000Z,5,,2016,1203,4.2166331591618125,20,2.345,15.28,247.575,1061.6241,-141.3758095235662,6,2,-0.11751937616256543
FOODS_2,CA_2,2016-05-11T00:00:00.000Z,5,,2016,439,4.220904516664581,19,2.325,17.5,247.575,388.43765,-50.56233901553327,7,0,-0.1151761708782079
FOODS_2,CA_2,2016-05-09T00:00:00.000Z,5,,2016,607,4.220904516664581,19,2.325,15.84,247.575,472.88986,-134.11014132414414,6,2,-0.22093927730501506
FOODS_2,TX_2,2016-05-08T00:00:00.000Z,5,Mother's day,2016,353,4.142964817621001,18,2.342,21.11,247.575,466.38257,113.38257518981948,9,1,0.3211970968550127
FOODS_2,CA_3,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,738,4.227286425517432,18,2.342,17.23,247.575,660.5278,-77.47223653246226,7,1,-0.10497593026078897
FOODS_2,TX_2,2016-05-18T00:00:00.000Z,5,,2016,303,4.143366827886907,20,2.345,21.67,247.575,374.5973,71.59728729772428,9,1,0.23629467755024514
FOODS_2,CA_4,2016-05-12T00:00:00.000Z,5,,2016,336,4.227638186372105,19,2.325,16.94,247.575,321.6489,-14.351099192214974,8,0,-0.042711604738735046
FOODS_2,CA_3,2016-05-12T00:00:00.000Z,5,,2016,590,4.229648234706429,19,2.325,16.94,247.575,609.3134,19.313417151560657,8,0,0.03273460534162823
FOODS_2,TX_3,2016-05-10T00:00:00.000Z,5,,2016,492,4.1303768773474285,19,2.325,25.84,247.575,478.5403,-13.459671174451614,8,0,-0.027357055232625233
FOODS_2,WI_2,2016-05-04T00:00:00.000Z,5,,2016,1140,4.2170351688286765,18,2.342,10.0,247.575,1084.9808,-55.019130658550694,7,0,-0.048262395314518154
FOODS_2,CA_4,2016-04-28T00:00:00.000Z,4,,2016,277,4.226783914931455,17,2.265,16.39,247.906,319.20477,42.2047793509189,8,0,0.15236382437154836
FOODS_2,WI_2,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,940,4.2170351688286765,17,2.265,10.0,247.575,892.65735,-47.342668625384704,7,0,-0.05036454109083479
FOODS_2,WI_3,2016-05-14T00:00:00.000Z,5,,2016,912,4.218844214126692,19,2.325,3.61,247.575,621.2291,-290.7708957324328,4,4,-0.31882773654872015
FOODS_2,WI_2,2016-05-13T00:00:00.000Z,5,,2016,1154,4.2171356712453925,19,2.325,10.28,247.575,1132.1962,-21.803839519181338,8,0,-0.018894141697730796
FOODS_2,TX_3,2016-05-12T00:00:00.000Z,5,,2016,571,4.1303768773474285,19,2.325,24.44,247.575,454.2623,-116.73770161534185,6,1,-0.20444431106014335
FOODS_2,WI_1,2016-05-11T00:00:00.000Z,5,,2016,741,4.218266324631533,19,2.325,14.16,247.575,525.80743,-215.19259255038105,5,3,-0.2904083570180581
FOODS_2,CA_3,2016-05-09T00:00:00.000Z,5,,2016,831,4.229648234706429,19,2.325,15.84,247.575,820.117,-10.88300606832388,8,0,-0.013096276857188784
FOODS_2,CA_3,2016-05-06T00:00:00.000Z,5,,2016,629,4.227286425517432,18,2.342,15.27,247.575,693.70984,64.70984215081933,9,1,0.10287733251322627
FOODS_2,WI_1,2016-05-02T00:00:00.000Z,5,,2016,641,4.218165822214817,18,2.342,10.56,247.575,629.40533,-11.594673392445202,8,0,-0.018088414028775666
FOODS_2,WI_2,2016-05-08T00:00:00.000Z,5,Mother's day,2016,1317,4.2171356712453925,18,2.342,11.94,247.575,1201.1581,-115.84186342812995,6,1,-0.08795889402287772
FOODS_2,TX_2,2016-05-12T00:00:00.000Z,5,,2016,441,4.142964817621001,19,2.325,24.44,247.575,403.47144,-37.528551698509716,7,0,-0.08509875668596308
FOODS_2,TX_1,2016-05-06T00:00:00.000Z,5,,2016,372,4.142386928125841,18,2.342,21.66,247.575,353.45822,-18.54178520838576,8,0,-0.0498435086246929
FOODS_2,TX_3,2016-04-29T00:00:00.000Z,4,,2016,492,4.137437179609758,17,2.265,26.39,247.906,431.7562,-60.243806563825444,7,1,-0.1224467613085883
FOODS_2,TX_2,2016-04-28T00:00:00.000Z,4,,2016,343,4.132939691856579,17,2.265,23.89,247.906,351.19855,8.198561527955405,8,0,0.02390251174331022
FOODS_2,WI_1,2016-04-30T00:00:00.000Z,4,Pesach End,2016,871,4.218165822214817,17,2.265,7.5,247.906,703.90564,-167.0943891835458,6,2,-0.19184200824746933
FOODS_2,CA_1,2016-05-17T00:00:00.000Z,5,,2016,476,4.227135674288524,20,2.345,22.5,247.575,405.6386,-70.36139189489609,7,1,-0.14781805019936153
FOODS_2,TX_2,2016-05-15T00:00:00.000Z,5,,2016,597,4.143366827886907,19,2.325,19.44,247.575,602.7244,5.7244382246892656,8,0,0.0095886737431981
FOODS_2,CA_1,2016-05-14T00:00:00.000Z,5,,2016,611,4.227135674288524,19,2.325,16.39,247.575,599.51385,-11.486157409516068,8,0,-0.018798948297080308
FOODS_2,CA_4,2016-05-07T00:00:00.000Z,5,,2016,420,4.227638186372105,18,2.342,15.0,247.575,375.63837,-44.36163869796195,7,0,-0.10562294928086179
FOODS_2,CA_4,2016-05-04T00:00:00.000Z,5,,2016,345,4.22804019633849,18,2.342,18.61,247.575,307.7159,-37.28407290860292,7,0,-0.10806977654667514
FOODS_2,CA_4,2016-05-03T00:00:00.000Z,5,,2016,395,4.22804019633849,18,2.342,17.23,247.575,363.66733,-31.332671904777158,7,0,-0.07932322001209408
FOODS_2,CA_4,2016-05-20T00:00:00.000Z,5,,2016,375,4.227135674288524,20,2.345,17.78,247.575,323.1827,-51.817284756123,7,0,-0.13817942601632802
FOODS_2,CA_4,2016-05-19T00:00:00.000Z,5,,2016,329,4.227135674288524,20,2.345,19.44,247.575,306.22833,-22.77167514150034,8,0,-0.06921481805927154
FOODS_2,CA_3,2016-05-19T00:00:00.000Z,5,,2016,554,4.229648234706429,20,2.345,19.44,247.575,547.7464,-6.253582654555771,8,0,-0.011288055333133162
FOODS_2,CA_4,2016-05-18T00:00:00.000Z,5,,2016,305,4.227135674288524,20,2.345,23.33,247.575,308.99323,3.9932347709916485,8,0,0.013092573019644749
FOODS_2,TX_3,2016-05-16T00:00:00.000Z,5,,2016,616,4.141909541047398,20,2.345,23.06,247.575,530.0717,-85.9282629286215,7,1,-0.13949393332568427
FOODS_2,TX_2,2016-05-13T00:00:00.000Z,5,,2016,422,4.142964817621001,19,2.325,26.12,247.575,402.92245,-19.07754109775476,8,0,-0.04520744335960844
FOODS_2,WI_3,2016-05-10T00:00:00.000Z,5,,2016,555,4.219095470168483,19,2.325,10.27,247.575,501.67444,-53.32555522568185,7,0,-0.09608208148771505
FOODS_2,WI_1,2016-05-10T00:00:00.000Z,5,,2016,572,4.218266324631533,19,2.325,10.27,247.575,528.4963,-43.50375299644861,7,0,-0.07605551223155352
FOODS_2,TX_2,2016-05-10T00:00:00.000Z,5,,2016,438,4.142964817621001,19,2.325,25.84,247.575,417.5058,-20.494197603928853,8,0,-0.04679040548842204
FOODS_2,WI_2,2016-05-07T00:00:00.000Z,5,,2016,1283,4.2171356712453925,18,2.342,13.06,247.575,1188.9723,-94.02769933411696,7,1,-0.07328737282472093
FOODS_2,CA_3,2016-05-07T00:00:00.000Z,5,,2016,789,4.229648234706429,18,2.342,15.0,247.575,774.8078,-14.192186559870152,8,0,-0.01798756217981008
FOODS_2,CA_1,2016-05-04T00:00:00.000Z,5,,2016,531,4.227537683955389,18,2.342,18.61,247.575,488.67374,-42.32627383347909,7,0,-0.07971049686154255
FOODS_2,WI_2,2016-05-02T00:00:00.000Z,5,,2016,1323,4.2170351688286765,18,2.342,10.56,247.575,1187.8657,-135.1342833915976,6,2,-0.1021423154887359
FOODS_2,TX_1,2016-04-26T00:00:00.000Z,4,,2016,311,4.134723611063694,17,2.265,26.11,247.906,307.90408,-3.0959230754243094,8,0,-0.00995473657692704
FOODS_2,CA_1,2016-05-22T00:00:00.000Z,5,,2016,719,4.227135674288524,20,2.345,13.61,247.575,519.70526,-199.29473021068327,5,3,-0.277183213088572
FOODS_2,TX_1,2016-05-15T00:00:00.000Z,5,,2016,538,4.142160797388709,19,2.325,19.44,247.575,533.4218,-4.578183473547938,8,0,-0.00850963470919691
FOODS_2,TX_1,2016-05-13T00:00:00.000Z,5,,2016,398,4.143643209532876,19,2.325,26.12,247.575,333.21655,-64.78343566774873,7,1,-0.16277245142650434
FOODS_2,CA_3,2016-05-10T00:00:00.000Z,5,,2016,759,4.229648234706429,19,2.325,17.22,247.575,763.1496,4.149611394536805,8,0,0.005467208688454289
FOODS_2,TX_2,2016-04-27T00:00:00.000Z,4,,2016,308,4.132939691856579,17,2.265,24.44,247.906,343.9342,35.93421553114928,8,0,0.11666953094528987
FOODS_2,CA_2,2016-04-30T00:00:00.000Z,4,Pesach End,2016,597,4.219798988882621,17,2.265,20.56,247.906,472.35886,-124.64113119398854,6,2,-0.2087791142277865
FOODS_2,CA_1,2016-05-18T00:00:00.000Z,5,,2016,427,4.227135674288524,20,2.345,23.33,247.575,402.17184,-24.828161010640827,7,0,-0.05814557613733215
FOODS_2,CA_1,2016-05-15T00:00:00.000Z,5,,2016,781,4.227135674288524,19,2.325,18.34,247.575,630.5506,-150.4493892420993,6,2,-0.19263686202573535
FOODS_2,TX_2,2016-05-09T00:00:00.000Z,5,,2016,544,4.142964817621001,19,2.325,25.0,247.575,498.7087,-45.29127593331367,7,0,-0.08325602193623836
FOODS_2,TX_3,2016-05-07T00:00:00.000Z,5,,2016,565,4.1303768773474285,18,2.342,22.5,247.575,581.51685,16.516869009180596,8,0,0.029233396476425835
FOODS_2,TX_3,2016-04-26T00:00:00.000Z,4,,2016,383,4.137437179609758,17,2.265,26.11,247.906,417.41818,34.41818277058417,8,0,0.08986470697280462
FOODS_2,TX_1,2016-05-21T00:00:00.000Z,5,,2016,396,4.142160797388709,20,2.345,24.72,247.575,376.94907,-19.050944516957884,8,0,-0.04810844574989365
FOODS_2,WI_2,2016-05-19T00:00:00.000Z,5,,2016,800,4.2166331591618125,20,2.345,12.78,247.575,714.00684,-85.9931821289183,7,1,-0.10749147766114789
FOODS_2,TX_1,2016-05-18T00:00:00.000Z,5,,2016,273,4.142160797388709,20,2.345,21.67,247.575,315.6873,42.68727654963499,8,0,0.15636365036496333
FOODS_2,CA_4,2016-05-16T00:00:00.000Z,5,,2016,431,4.227135674288524,20,2.345,18.61,247.575,356.29074,-74.70925081128223,7,1,-0.17333932902849705
FOODS_2,TX_2,2016-05-14T00:00:00.000Z,5,,2016,398,4.143366827886907,19,2.325,22.22,247.575,518.9059,120.9058650716255,9,2,0.30378358058197363
FOODS_2,WI_1,2016-05-13T00:00:00.000Z,5,,2016,665,4.218266324631533,19,2.325,10.28,247.575,634.9496,-30.050441694912024,7,0,-0.045188634127687255
FOODS_2,WI_3,2016-05-07T00:00:00.000Z,5,,2016,701,4.219095470168483,18,2.342,13.06,247.575,568.00323,-132.99676029305317,6,2,-0.18972433707996172
FOODS_2,WI_1,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,643,4.218165822214817,18,2.342,10.28,247.575,546.4715,-96.52849230480194,6,1,-0.15012207201368888
FOODS_2,CA_3,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,927,4.227286425517432,17,2.265,21.39,247.575,779.55963,-147.44037796654356,6,2,-0.15905110891752272
FOODS_2,TX_2,2016-05-22T00:00:00.000Z,5,,2016,517,4.143643209532876,20,2.345,26.39,247.575,428.97705,-88.02293423107568,7,1,-0.17025712617229338
FOODS_2,WI_1,2016-05-12T00:00:00.000Z,5,,2016,598,4.218266324631533,19,2.325,14.72,247.575,523.65894,-74.34105345573744,7,1,-0.12431614290257097
FOODS_2,WI_3,2016-05-04T00:00:00.000Z,5,,2016,647,4.218994967751766,18,2.342,10.0,247.575,482.37906,-164.62094316683545,6,2,-0.2544373155592511
FOODS_2,TX_1,2016-04-29T00:00:00.000Z,4,,2016,385,4.134723611063694,17,2.265,26.39,247.906,310.5443,-74.45570143101537,7,1,-0.19339143228835162
FOODS_2,TX_2,2016-04-26T00:00:00.000Z,4,,2016,348,4.132939691856579,17,2.265,26.11,247.906,368.20514,20.205147286674332,8,0,0.05806076806515613
FOODS_2,CA_4,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,367,4.22804019633849,18,2.342,17.23,247.575,323.28305,-43.7169496147539,7,0,-0.11911975371867548
FOODS_2,WI_1,2016-05-22T00:00:00.000Z,5,,2016,809,4.217763812547952,20,2.345,18.33,247.575,629.0393,-179.96069428697467,5,2,-0.22244832421134075
FOODS_2,TX_3,2016-05-22T00:00:00.000Z,5,,2016,568,4.141909541047398,20,2.345,26.39,247.575,456.5185,-111.48149121908665,6,1,-0.19627023101951874
FOODS_2,WI_3,2016-05-21T00:00:00.000Z,5,,2016,599,4.218592958084902,20,2.345,15.84,247.575,459.14783,-139.8521876051267,6,2,-0.23347610618552034
FOODS_2,TX_1,2016-05-19T00:00:00.000Z,5,,2016,250,4.142160797388709,20,2.345,20.27,247.575,303.31198,53.31198705921787,9,0,0.2132479482368715
FOODS_2,WI_1,2016-05-18T00:00:00.000Z,5,,2016,510,4.217763812547952,20,2.345,10.28,247.575,497.23444,-12.765578294636782,8,0,-0.025030545675758395
FOODS_2,CA_2,2016-05-16T00:00:00.000Z,5,,2016,524,4.229849241336986,20,2.345,18.61,247.575,430.9564,-93.04359994384271,7,1,-0.17756412203023417
FOODS_2,WI_1,2016-05-07T00:00:00.000Z,5,,2016,888,4.218266324631533,18,2.342,13.06,247.575,785.4034,-102.59659022593473,6,1,-0.11553670070488145
FOODS_2,CA_2,2016-05-21T00:00:00.000Z,5,,2016,751,4.232361804151056,20,2.345,13.88,247.575,490.36978,-260.6302194187852,4,4,-0.34704423358027325
FOODS_2,TX_1,2016-05-17T00:00:00.000Z,5,,2016,327,4.142160797388709,20,2.345,23.06,247.575,339.04077,12.040777177070197,8,0,0.03682194855373149
FOODS_2,CA_2,2016-05-12T00:00:00.000Z,5,,2016,413,4.220904516664581,19,2.325,16.94,247.575,386.2892,-26.71079992088977,7,0,-0.06467506034113746
FOODS_2,CA_2,2016-05-07T00:00:00.000Z,5,,2016,802,4.220904516664581,18,2.342,15.0,247.575,591.00226,-210.99777164424177,5,3,-0.26308949082823163
FOODS_2,TX_2,2016-05-06T00:00:00.000Z,5,,2016,426,4.137160797551949,18,2.342,21.66,247.575,418.97797,-7.022026948823395,8,0,-0.016483631335266185
FOODS_2,TX_1,2016-05-08T00:00:00.000Z,5,Mother's day,2016,318,4.143643209532876,18,2.342,21.11,247.575,426.5154,108.51540229294403,9,1,0.34124340343693094
FOODS_2,CA_4,2016-05-08T00:00:00.000Z,5,Mother's day,2016,407,4.227638186372105,18,2.342,17.5,247.575,339.84482,-67.15518144870612,7,1,-0.16500044581991674
FOODS_2,CA_3,2016-05-20T00:00:00.000Z,5,,2016,520,4.229648234706429,20,2.345,17.78,247.575,594.5756,74.57560664504842,9,1,0.14341462816355466
FOODS_2,WI_1,2016-05-19T00:00:00.000Z,5,,2016,501,4.217763812547952,20,2.345,12.78,247.575,459.45676,-41.54325444013193,7,0,-0.08292066754517352
FOODS_2,CA_1,2016-05-19T00:00:00.000Z,5,,2016,411,4.227135674288524,20,2.345,19.44,247.575,389.79654,-21.203450501057944,8,0,-0.05158990389551811
FOODS_2,TX_2,2016-05-16T00:00:00.000Z,5,,2016,537,4.143366827886907,20,2.345,23.06,247.575,465.15396,-71.84602643381851,7,1,-0.13379148311698047
FOODS_2,WI_3,2016-05-06T00:00:00.000Z,5,,2016,546,4.218994967751766,18,2.342,18.34,247.575,537.7213,-8.278678183714987,8,0,-0.015162414255888256
FOODS_2,CA_1,2016-05-03T00:00:00.000Z,5,,2016,525,4.227537683955389,18,2.342,17.23,247.575,544.80585,19.805836479456048,8,0,0.03772540281801152
FOODS_2,CA_2,2016-05-02T00:00:00.000Z,5,,2016,625,4.219798988882621,18,2.342,20.84,247.575,437.66574,-187.33426427070356,5,3,-0.2997348228331257
FOODS_2,CA_4,2016-04-27T00:00:00.000Z,4,,2016,304,4.226783914931455,17,2.265,13.34,247.906,322.9864,18.986396306160827,8,0,0.062455251007107984
FOODS_2,WI_2,2016-05-14T00:00:00.000Z,5,,2016,1934,4.2166331591618125,19,2.325,3.61,247.575,1413.5775,-520.4224441662657,1,8,-0.2690912327643566
FOODS_2,CA_1,2016-05-06T00:00:00.000Z,5,,2016,560,4.227537683955389,18,2.342,15.27,247.575,516.4,-43.599949328389584,7,0,-0.07785705237212426
FOODS_2,TX_1,2016-05-22T00:00:00.000Z,5,,2016,343,4.142160797388709,20,2.345,26.39,247.575,384.49097,41.490974670921105,8,0,0.12096494073154841
FOODS_2,TX_3,2016-05-18T00:00:00.000Z,5,,2016,443,4.141909541047398,20,2.345,21.67,247.575,415.91382,-27.086194790214677,7,0,-0.061142651896647124
FOODS_2,CA_4,2016-05-15T00:00:00.000Z,5,,2016,549,4.227135674288524,19,2.325,18.34,247.575,459.2491,-89.75087371267654,7,1,-0.1634806442853853
FOODS_2,WI_1,2016-05-14T00:00:00.000Z,5,,2016,982,4.217763812547952,19,2.325,3.61,247.575,820.2966,-161.70344383743486,6,2,-0.16466745808292757
FOODS_2,CA_4,2016-05-14T00:00:00.000Z,5,,2016,409,4.227135674288524,19,2.325,16.39,247.575,376.18802,-32.81196855307286,7,0,-0.0802248619879532
FOODS_2,TX_3,2016-05-03T00:00:00.000Z,5,,2016,580,4.131934666304133,18,2.342,19.17,247.575,532.7734,-47.2265973376949,7,0,-0.0814251678236119
FOODS_2,CA_1,2016-04-28T00:00:00.000Z,4,,2016,400,4.227562810158609,17,2.265,16.39,247.906,405.16486,5.16485903263623,8,0,0.012912147581590573
FOODS_2,WI_3,2016-04-25T00:00:00.000Z,4,,2016,446,4.218994967751766,17,2.265,16.39,247.906,432.9803,-13.019717598502154,8,0,-0.029192191924892724
FOODS_2,WI_2,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,1434,4.2170351688286765,18,2.342,10.28,247.575,1210.1013,-223.89868611731367,5,3,-0.15613576437748514
FOODS_2,TX_2,2016-05-19T00:00:00.000Z,5,,2016,396,4.143366827886907,20,2.345,20.27,247.575,362.222,-33.77800219269284,7,0,-0.08529798533508293
FOODS_2,CA_3,2016-05-14T00:00:00.000Z,5,,2016,755,4.229648234706429,19,2.325,16.39,247.575,727.7966,-27.203446124026414,7,0,-0.036031054468909154
FOODS_2,TX_2,2016-05-04T00:00:00.000Z,5,,2016,379,4.137160797551949,18,2.342,21.39,247.575,391.57483,12.574831411014202,8,0,0.03317897469924592
FOODS_2,TX_1,2016-05-04T00:00:00.000Z,5,,2016,239,4.142386928125841,18,2.342,21.39,247.575,336.4595,97.45950646208183,9,1,0.4077803617660328
FOODS_2,CA_3,2016-05-04T00:00:00.000Z,5,,2016,634,4.227286425517432,18,2.342,18.61,247.575,674.0082,40.00817754056163,8,0,0.06310438097880383
FOODS_2,TX_2,2016-04-30T00:00:00.000Z,4,Pesach End,2016,404,4.137160797551949,17,2.265,24.44,247.906,406.76193,2.76193905603526,8,0,0.006836482811968465
FOODS_2,TX_3,2016-05-17T00:00:00.000Z,5,,2016,488,4.141909541047398,20,2.345,23.06,247.575,453.00424,-34.995760183232505,7,0,-0.07171262332629612
FOODS_2,CA_1,2016-05-12T00:00:00.000Z,5,,2016,457,4.227386930330315,19,2.325,16.94,247.575,427.20963,-29.790377788632327,7,0,-0.06518682229460028
FOODS_2,WI_2,2016-05-11T00:00:00.000Z,5,,2016,1723,4.2171356712453925,19,2.325,14.16,247.575,1148.3169,-574.6831596566728,0,9,-0.3335363666028281
FOODS_2,TX_3,2016-05-09T00:00:00.000Z,5,,2016,618,4.1303768773474285,19,2.325,25.0,247.575,568.15814,-49.84184870463719,7,0,-0.08065024062239028
FOODS_2,TX_3,2016-05-02T00:00:00.000Z,5,,2016,499,4.131934666304133,18,2.342,17.5,247.575,523.19,24.190000447009993,8,0,0.048476954803627244
