dept_id,store_id,date,month,year,sales_sum,week_number
FOODS_2,CA_3,2012-08-12T00:00:00.000Z,8,2012,894,33
FOODS_2,WI_2,2016-02-22T00:00:00.000Z,2,2016,639,7
FOODS_2,TX_3,2013-06-13T00:00:00.000Z,6,2013,394,24
FOODS_2,WI_3,2013-08-13T00:00:00.000Z,8,2013,901,33
FOODS_2,CA_4,2012-08-12T00:00:00.000Z,8,2012,255,32
FOODS_2,WI_1,2013-03-13T00:00:00.000Z,3,2013,310,11
FOODS_2,WI_1,2014-10-25T00:00:00.000Z,10,2014,329,43
FOODS_2,WI_1,2014-10-09T00:00:00.000Z,10,2014,640,41
FOODS_2,TX_2,2012-06-30T00:00:00.000Z,6,2012,260,26
FOODS_2,WI_3,2015-12-11T00:00:00.000Z,12,2015,550,50
FOODS_2,CA_2,2014-04-25T00:00:00.000Z,4,2014,99,17
FOODS_2,TX_2,2011-08-25T00:00:00.000Z,8,2011,538,34
FOODS_2,WI_3,2014-03-01T00:00:00.000Z,3,2014,366,9
FOODS_2,WI_2,2014-06-28T00:00:00.000Z,6,2014,366,26
FOODS_2,WI_2,2012-06-13T00:00:00.000Z,6,2012,1186,24
FOODS_2,TX_3,2012-04-06T00:00:00.000Z,4,2012,365,14
FOODS_2,TX_2,2013-07-26T00:00:00.000Z,7,2013,443,30
FOODS_2,TX_2,2015-02-21T00:00:00.000Z,2,2015,413,8
FOODS_2,TX_1,2012-07-01T00:00:00.000Z,7,2012,266,26
FOODS_2,CA_3,2011-12-18T00:00:00.000Z,12,2011,750,50
FOODS_2,TX_1,2013-07-03T00:00:00.000Z,7,2013,347,27
FOODS_2,TX_3,2011-09-14T00:00:00.000Z,9,2011,281,37
FOODS_2,CA_3,2011-07-30T00:00:00.000Z,7,2011,510,30
FOODS_2,CA_3,2015-11-22T00:00:00.000Z,11,2015,516,47
FOODS_2,TX_3,2011-07-26T00:00:00.000Z,7,2011,315,30
FOODS_2,CA_2,2014-12-19T00:00:00.000Z,12,2014,113,51
FOODS_2,CA_3,2014-12-23T00:00:00.000Z,12,2014,516,52
FOODS_2,CA_4,2015-06-14T00:00:00.000Z,6,2015,379,24
FOODS_2,TX_2,2012-04-12T00:00:00.000Z,4,2012,442,15
FOODS_2,TX_1,2012-11-18T00:00:00.000Z,11,2012,321,46
FOODS_2,CA_4,2013-10-24T00:00:00.000Z,10,2013,192,43
FOODS_2,TX_2,2015-12-26T00:00:00.000Z,12,2015,315,52
FOODS_2,CA_1,2011-12-07T00:00:00.000Z,12,2011,488,49
FOODS_2,TX_1,2011-01-29T00:00:00.000Z,1,2011,449,1
FOODS_2,TX_3,2016-05-15T00:00:00.000Z,5,2016,380,19
FOODS_2,CA_2,2014-08-09T00:00:00.000Z,8,2014,147,32
FOODS_2,TX_2,2014-04-14T00:00:00.000Z,4,2014,372,16
FOODS_2,WI_2,2012-02-24T00:00:00.000Z,2,2012,226,8
FOODS_2,WI_1,2013-09-02T00:00:00.000Z,9,2013,315,36
FOODS_2,TX_3,2015-06-20T00:00:00.000Z,6,2015,1222,25
FOODS_2,WI_1,2012-02-18T00:00:00.000Z,2,2012,64,7
FOODS_2,WI_3,2012-03-11T00:00:00.000Z,3,2012,479,10
FOODS_2,TX_2,2012-07-06T00:00:00.000Z,7,2012,422,27
FOODS_2,CA_2,2015-02-07T00:00:00.000Z,2,2015,78,6
FOODS_2,WI_3,2013-05-21T00:00:00.000Z,5,2013,176,21
FOODS_2,CA_3,2013-05-16T00:00:00.000Z,5,2013,581,20
FOODS_2,CA_1,2011-08-07T00:00:00.000Z,8,2011,486,31
FOODS_2,WI_1,2011-10-12T00:00:00.000Z,10,2011,52,41
FOODS_2,CA_2,2012-07-12T00:00:00.000Z,7,2012,178,28
FOODS_2,CA_1,2012-10-27T00:00:00.000Z,10,2012,350,43
FOODS_2,CA_1,2015-10-27T00:00:00.000Z,10,2015,410,44
FOODS_2,TX_3,2013-03-16T00:00:00.000Z,3,2013,367,11
FOODS_2,WI_1,2016-03-13T00:00:00.000Z,3,2016,651,10
FOODS_2,TX_3,2011-08-18T00:00:00.000Z,8,2011,247,33
FOODS_2,CA_2,2016-03-04T00:00:00.000Z,3,2016,536,9
FOODS_2,TX_2,2012-07-24T00:00:00.000Z,7,2012,540,30
FOODS_2,TX_1,2015-07-26T00:00:00.000Z,7,2015,380,30
FOODS_2,TX_1,2011-10-26T00:00:00.000Z,10,2011,204,43
FOODS_2,CA_1,2011-12-26T00:00:00.000Z,12,2011,301,52
FOODS_2,WI_3,2011-10-13T00:00:00.000Z,10,2011,613,41
FOODS_2,CA_2,2015-06-26T00:00:00.000Z,6,2015,256,26
FOODS_2,CA_4,2014-03-19T00:00:00.000Z,3,2014,184,12
FOODS_2,WI_1,2016-02-01T00:00:00.000Z,2,2016,554,5
FOODS_2,WI_1,2012-03-07T00:00:00.000Z,3,2012,0,10
FOODS_2,CA_2,2015-09-12T00:00:00.000Z,9,2015,421,37
FOODS_2,CA_1,2015-09-05T00:00:00.000Z,9,2015,535,36
FOODS_2,TX_2,2011-08-04T00:00:00.000Z,8,2011,592,31
FOODS_2,CA_3,2014-05-25T00:00:00.000Z,5,2014,447,21
FOODS_2,WI_3,2014-09-23T00:00:00.000Z,9,2014,233,39
FOODS_2,CA_3,2014-03-30T00:00:00.000Z,3,2014,550,13
FOODS_2,WI_1,2013-08-29T00:00:00.000Z,8,2013,316,35
FOODS_2,CA_3,2015-01-22T00:00:00.000Z,1,2015,817,4
FOODS_2,WI_1,2013-12-15T00:00:00.000Z,12,2013,628,50
FOODS_2,CA_1,2012-01-17T00:00:00.000Z,1,2012,493,3
FOODS_2,WI_3,2016-05-21T00:00:00.000Z,5,2016,589,20
FOODS_2,CA_4,2011-03-03T00:00:00.000Z,3,2011,172,9
FOODS_2,CA_3,2016-01-19T00:00:00.000Z,1,2016,564,3
FOODS_2,WI_2,2011-06-17T00:00:00.000Z,6,2011,140,24
FOODS_2,TX_2,2013-11-09T00:00:00.000Z,11,2013,406,45
FOODS_2,WI_2,2015-08-23T00:00:00.000Z,8,2015,389,35
FOODS_2,TX_2,2011-09-25T00:00:00.000Z,9,2011,440,38
FOODS_2,CA_2,2012-01-24T00:00:00.000Z,1,2012,140,4
FOODS_2,WI_1,2011-04-01T00:00:00.000Z,4,2011,18,13
FOODS_2,TX_2,2015-04-08T00:00:00.000Z,4,2015,388,15
FOODS_2,TX_1,2013-05-23T00:00:00.000Z,5,2013,284,21
FOODS_2,TX_2,2012-09-27T00:00:00.000Z,9,2012,328,39
FOODS_2,TX_1,2015-04-18T00:00:00.000Z,4,2015,220,16
FOODS_2,CA_4,2011-01-29T00:00:00.000Z,1,2011,247,3
FOODS_2,CA_2,2014-07-15T00:00:00.000Z,7,2014,122,29
FOODS_2,CA_2,2011-07-21T00:00:00.000Z,7,2011,108,29
FOODS_2,WI_2,2012-12-15T00:00:00.000Z,12,2012,528,50
FOODS_2,WI_1,2011-04-12T00:00:00.000Z,4,2011,1,15
FOODS_2,WI_1,2013-11-05T00:00:00.000Z,11,2013,342,45
FOODS_2,CA_1,2012-09-14T00:00:00.000Z,9,2012,474,37
FOODS_2,CA_4,2013-12-29T00:00:00.000Z,12,2013,201,52
FOODS_2,WI_1,2011-09-28T00:00:00.000Z,9,2011,26,39
FOODS_2,CA_2,2011-04-23T00:00:00.000Z,4,2011,207,16
FOODS_2,CA_4,2014-08-29T00:00:00.000Z,8,2014,250,35
FOODS_2,TX_2,2011-03-30T00:00:00.000Z,3,2011,492,13
FOODS_2,CA_2,2014-04-28T00:00:00.000Z,4,2014,94,18
FOODS_2,TX_1,2014-07-20T00:00:00.000Z,7,2014,319,29
FOODS_2,CA_4,2014-03-20T00:00:00.000Z,3,2014,333,12
FOODS_2,CA_4,2011-10-26T00:00:00.000Z,10,2011,193,43
FOODS_2,TX_1,2013-01-18T00:00:00.000Z,1,2013,364,3
FOODS_2,TX_3,2013-08-19T00:00:00.000Z,8,2013,352,34
FOODS_2,WI_1,2012-07-05T00:00:00.000Z,7,2012,49,27
FOODS_2,WI_3,2013-07-28T00:00:00.000Z,7,2013,323,30
FOODS_2,WI_3,2011-09-22T00:00:00.000Z,9,2011,519,38
FOODS_2,TX_2,2011-08-23T00:00:00.000Z,8,2011,318,34
FOODS_2,CA_1,2015-06-17T00:00:00.000Z,6,2015,439,25
FOODS_2,WI_3,2014-09-05T00:00:00.000Z,9,2014,408,36
FOODS_2,CA_2,2012-02-06T00:00:00.000Z,2,2012,149,6
FOODS_2,CA_4,2015-07-23T00:00:00.000Z,7,2015,231,30
FOODS_2,CA_4,2011-07-22T00:00:00.000Z,7,2011,238,29
FOODS_2,CA_1,2013-07-06T00:00:00.000Z,7,2013,347,27
FOODS_2,CA_3,2011-12-12T00:00:00.000Z,12,2011,815,50
FOODS_2,TX_3,2015-05-16T00:00:00.000Z,5,2015,438,20
FOODS_2,WI_3,2015-03-18T00:00:00.000Z,3,2015,516,12
FOODS_2,WI_3,2013-08-21T00:00:00.000Z,8,2013,226,34
FOODS_2,WI_2,2011-07-17T00:00:00.000Z,7,2011,158,28
FOODS_2,WI_1,2013-04-04T00:00:00.000Z,4,2013,258,14
FOODS_2,WI_3,2014-03-29T00:00:00.000Z,3,2014,226,13
FOODS_2,WI_1,2015-02-17T00:00:00.000Z,2,2015,449,8
FOODS_2,CA_3,2014-07-13T00:00:00.000Z,7,2014,653,28
FOODS_2,CA_2,2013-03-01T00:00:00.000Z,3,2013,125,9
FOODS_2,TX_3,2011-04-15T00:00:00.000Z,4,2011,314,15
FOODS_2,CA_4,2013-09-08T00:00:00.000Z,9,2013,246,37
FOODS_2,WI_3,2012-07-11T00:00:00.000Z,7,2012,404,28
FOODS_2,WI_1,2013-10-14T00:00:00.000Z,10,2013,730,41
FOODS_2,TX_3,2013-04-19T00:00:00.000Z,4,2013,285,16
FOODS_2,CA_1,2016-05-15T00:00:00.000Z,5,2016,653,19
FOODS_2,CA_1,2015-06-19T00:00:00.000Z,6,2015,543,25
FOODS_2,WI_3,2014-01-29T00:00:00.000Z,1,2014,251,5
FOODS_2,TX_1,2012-10-02T00:00:00.000Z,10,2012,342,40
FOODS_2,CA_2,2011-03-11T00:00:00.000Z,3,2011,147,10
FOODS_2,WI_3,2014-09-22T00:00:00.000Z,9,2014,238,39
FOODS_2,TX_1,2013-01-09T00:00:00.000Z,1,2013,438,2
FOODS_2,CA_3,2011-06-05T00:00:00.000Z,6,2011,692,22
FOODS_2,TX_3,2014-04-27T00:00:00.000Z,4,2014,306,17
FOODS_2,CA_4,2013-10-20T00:00:00.000Z,10,2013,228,42
FOODS_2,TX_2,2015-08-21T00:00:00.000Z,8,2015,446,34
FOODS_2,TX_2,2012-11-20T00:00:00.000Z,11,2012,480,47
FOODS_2,CA_1,2011-10-03T00:00:00.000Z,10,2011,481,40
FOODS_2,WI_2,2013-02-16T00:00:00.000Z,2,2013,664,7
FOODS_2,CA_1,2016-01-31T00:00:00.000Z,1,2016,518,4
FOODS_2,TX_3,2012-08-11T00:00:00.000Z,8,2012,373,32
FOODS_2,CA_4,2016-03-15T00:00:00.000Z,3,2016,446,11
FOODS_2,TX_3,2013-06-24T00:00:00.000Z,6,2013,355,26
FOODS_2,WI_2,2012-07-12T00:00:00.000Z,7,2012,172,28
FOODS_2,WI_3,2015-07-24T00:00:00.000Z,7,2015,239,30
FOODS_2,TX_1,2016-03-11T00:00:00.000Z,3,2016,379,10
FOODS_2,CA_4,2011-08-01T00:00:00.000Z,8,2011,282,31
FOODS_2,CA_3,2012-04-30T00:00:00.000Z,4,2012,625,18
FOODS_2,TX_3,2012-01-15T00:00:00.000Z,1,2012,491,2
FOODS_2,CA_4,2013-10-27T00:00:00.000Z,10,2013,248,43
FOODS_2,CA_1,2012-09-12T00:00:00.000Z,9,2012,500,37
FOODS_2,TX_1,2014-08-01T00:00:00.000Z,8,2014,333,31
FOODS_2,WI_1,2011-07-24T00:00:00.000Z,7,2011,83,29
FOODS_2,WI_2,2011-09-08T00:00:00.000Z,9,2011,205,36
FOODS_2,TX_1,2014-08-16T00:00:00.000Z,8,2014,320,33
FOODS_2,WI_3,2015-05-10T00:00:00.000Z,5,2015,484,19
FOODS_2,WI_3,2013-12-05T00:00:00.000Z,12,2013,314,49
FOODS_2,WI_3,2013-08-07T00:00:00.000Z,8,2013,556,32
FOODS_2,WI_1,2012-09-02T00:00:00.000Z,9,2012,349,35
FOODS_2,TX_2,2012-11-14T00:00:00.000Z,11,2012,924,46
FOODS_2,TX_3,2011-02-24T00:00:00.000Z,2,2011,288,8
FOODS_2,CA_3,2011-10-05T00:00:00.000Z,10,2011,575,40
FOODS_2,TX_1,2015-08-16T00:00:00.000Z,8,2015,261,33
FOODS_2,TX_1,2014-05-07T00:00:00.000Z,5,2014,229,19
FOODS_2,CA_1,2014-12-02T00:00:00.000Z,12,2014,623,49
FOODS_2,TX_3,2011-12-15T00:00:00.000Z,12,2011,484,50
FOODS_2,CA_4,2013-09-19T00:00:00.000Z,9,2013,294,38
FOODS_2,WI_2,2011-04-21T00:00:00.000Z,4,2011,192,16
FOODS_2,TX_1,2015-06-17T00:00:00.000Z,6,2015,427,25
FOODS_2,WI_3,2015-06-13T00:00:00.000Z,6,2015,478,24
FOODS_2,CA_3,2011-03-04T00:00:00.000Z,3,2011,708,9
FOODS_2,WI_3,2012-08-28T00:00:00.000Z,8,2012,214,35
FOODS_2,CA_1,2012-03-26T00:00:00.000Z,3,2012,446,12
FOODS_2,CA_3,2015-06-26T00:00:00.000Z,6,2015,499,26
FOODS_2,WI_2,2014-06-14T00:00:00.000Z,6,2014,424,24
FOODS_2,WI_3,2013-12-22T00:00:00.000Z,12,2013,354,51
FOODS_2,TX_3,2014-03-15T00:00:00.000Z,3,2014,369,11
FOODS_2,WI_3,2014-12-17T00:00:00.000Z,12,2014,377,51
FOODS_2,WI_1,2012-05-02T00:00:00.000Z,5,2012,34,18
FOODS_2,TX_2,2015-04-30T00:00:00.000Z,4,2015,414,18
FOODS_2,CA_1,2015-02-06T00:00:00.000Z,2,2015,864,6
FOODS_2,CA_3,2015-12-12T00:00:00.000Z,12,2015,596,50
FOODS_2,CA_3,2013-01-21T00:00:00.000Z,1,2013,530,4
FOODS_2,CA_1,2015-04-27T00:00:00.000Z,4,2015,449,18
FOODS_2,CA_3,2013-10-28T00:00:00.000Z,10,2013,658,44
FOODS_2,CA_2,2016-04-10T00:00:00.000Z,4,2016,426,14
FOODS_2,WI_3,2011-03-03T00:00:00.000Z,3,2011,520,9
FOODS_2,WI_1,2012-08-10T00:00:00.000Z,8,2012,22,32
FOODS_2,CA_2,2013-11-26T00:00:00.000Z,11,2013,91,48
FOODS_2,CA_2,2014-01-11T00:00:00.000Z,1,2014,129,2
FOODS_2,TX_2,2014-01-13T00:00:00.000Z,1,2014,348,3
FOODS_2,CA_2,2011-05-14T00:00:00.000Z,5,2011,160,19
FOODS_2,WI_2,2015-06-01T00:00:00.000Z,6,2015,722,23
FOODS_2,CA_2,2011-10-04T00:00:00.000Z,10,2011,153,40
FOODS_2,WI_2,2013-12-16T00:00:00.000Z,12,2013,333,51
FOODS_2,TX_3,2015-01-22T00:00:00.000Z,1,2015,329,4
FOODS_2,CA_2,2012-03-22T00:00:00.000Z,3,2012,156,12
FOODS_2,CA_2,2016-04-28T00:00:00.000Z,4,2016,311,17
FOODS_2,CA_4,2015-02-22T00:00:00.000Z,2,2015,455,8
FOODS_2,WI_1,2011-06-25T00:00:00.000Z,6,2011,51,25
FOODS_2,TX_3,2012-04-24T00:00:00.000Z,4,2012,472,17
FOODS_2,TX_2,2011-05-11T00:00:00.000Z,5,2011,321,19
FOODS_2,WI_2,2014-12-26T00:00:00.000Z,12,2014,520,52
FOODS_2,CA_1,2012-04-02T00:00:00.000Z,4,2012,437,14
FOODS_2,TX_1,2011-03-25T00:00:00.000Z,3,2011,240,12
FOODS_2,WI_2,2016-05-15T00:00:00.000Z,5,2016,1103,19
FOODS_2,CA_1,2014-12-22T00:00:00.000Z,12,2014,340,52
FOODS_2,CA_2,2014-07-07T00:00:00.000Z,7,2014,167,28
FOODS_2,CA_2,2012-02-02T00:00:00.000Z,2,2012,152,5
FOODS_2,WI_1,2013-09-01T00:00:00.000Z,9,2013,434,35
FOODS_2,TX_3,2011-04-25T00:00:00.000Z,4,2011,419,17
FOODS_2,TX_3,2015-04-26T00:00:00.000Z,4,2015,318,18
FOODS_2,CA_3,2011-05-10T00:00:00.000Z,5,2011,728,19
FOODS_2,CA_4,2014-06-18T00:00:00.000Z,6,2014,251,25
FOODS_2,WI_2,2012-09-07T00:00:00.000Z,9,2012,552,36
FOODS_2,CA_4,2014-05-25T00:00:00.000Z,5,2014,269,21
FOODS_2,CA_3,2013-12-21T00:00:00.000Z,12,2013,514,51
FOODS_2,TX_2,2011-04-10T00:00:00.000Z,4,2011,567,14
FOODS_2,TX_3,2011-10-20T00:00:00.000Z,10,2011,375,42
FOODS_2,TX_2,2015-04-18T00:00:00.000Z,4,2015,391,16
FOODS_2,CA_3,2014-01-18T00:00:00.000Z,1,2014,495,3
FOODS_2,WI_3,2012-07-18T00:00:00.000Z,7,2012,378,29
FOODS_2,WI_3,2012-06-11T00:00:00.000Z,6,2012,368,24
FOODS_2,WI_2,2014-08-29T00:00:00.000Z,8,2014,539,35
FOODS_2,WI_2,2016-02-12T00:00:00.000Z,2,2016,1050,6
FOODS_2,CA_2,2014-06-22T00:00:00.000Z,6,2014,106,25
FOODS_2,CA_2,2011-11-06T00:00:00.000Z,11,2011,104,44
FOODS_2,WI_2,2012-01-04T00:00:00.000Z,1,2012,137,1
FOODS_2,TX_3,2014-11-03T00:00:00.000Z,11,2014,368,44
FOODS_2,TX_1,2011-12-07T00:00:00.000Z,12,2011,406,49
FOODS_2,WI_1,2015-12-17T00:00:00.000Z,12,2015,431,51
FOODS_2,CA_3,2015-03-16T00:00:00.000Z,3,2015,603,12
FOODS_2,TX_1,2013-09-23T00:00:00.000Z,9,2013,215,39
FOODS_2,WI_3,2011-10-05T00:00:00.000Z,10,2011,665,40
FOODS_2,CA_3,2011-06-25T00:00:00.000Z,6,2011,475,25
FOODS_2,WI_3,2015-08-15T00:00:00.000Z,8,2015,648,33
FOODS_2,TX_1,2016-05-21T00:00:00.000Z,5,2016,513,20
FOODS_2,CA_3,2012-07-22T00:00:00.000Z,7,2012,592,29
FOODS_2,TX_2,2012-05-30T00:00:00.000Z,5,2012,301,22
FOODS_2,CA_2,2016-01-11T00:00:00.000Z,1,2016,827,2
FOODS_2,CA_3,2012-12-04T00:00:00.000Z,12,2012,740,49
FOODS_2,CA_4,2016-05-10T00:00:00.000Z,5,2016,325,19
FOODS_2,CA_2,2012-10-06T00:00:00.000Z,10,2012,108,40
FOODS_2,CA_4,2015-02-17T00:00:00.000Z,2,2015,272,8
FOODS_2,CA_4,2015-11-23T00:00:00.000Z,11,2015,436,48
FOODS_2,TX_1,2016-03-21T00:00:00.000Z,3,2016,443,11
FOODS_2,CA_3,2011-02-04T00:00:00.000Z,2,2011,1062,5
FOODS_2,CA_2,2011-02-04T00:00:00.000Z,2,2011,71,5
FOODS_2,TX_3,2012-12-24T00:00:00.000Z,12,2012,290,52
FOODS_2,CA_4,2014-06-22T00:00:00.000Z,6,2014,233,25
FOODS_2,CA_1,2016-02-20T00:00:00.000Z,2,2016,464,7
FOODS_2,WI_3,2011-03-20T00:00:00.000Z,3,2011,420,12
FOODS_2,TX_1,2012-05-23T00:00:00.000Z,5,2012,253,21
FOODS_2,CA_3,2013-03-20T00:00:00.000Z,3,2013,492,12
FOODS_2,CA_2,2011-06-02T00:00:00.000Z,6,2011,161,22
FOODS_2,CA_2,2011-12-19T00:00:00.000Z,12,2011,150,51
FOODS_2,CA_4,2011-03-20T00:00:00.000Z,3,2011,258,12
FOODS_2,CA_1,2011-01-30T00:00:00.000Z,1,2011,447,4
FOODS_2,WI_3,2012-08-20T00:00:00.000Z,8,2012,213,34
FOODS_2,TX_3,2012-12-31T00:00:00.000Z,12,2012,505,52
FOODS_2,WI_2,2015-01-19T00:00:00.000Z,1,2015,730,4
FOODS_2,WI_2,2011-06-11T00:00:00.000Z,6,2011,145,23
FOODS_2,WI_1,2015-05-17T00:00:00.000Z,5,2015,349,20
FOODS_2,CA_1,2014-11-05T00:00:00.000Z,11,2014,633,45
FOODS_2,TX_3,2011-08-25T00:00:00.000Z,8,2011,283,34
FOODS_2,CA_2,2011-05-07T00:00:00.000Z,5,2011,126,18
FOODS_2,WI_3,2013-06-09T00:00:00.000Z,6,2013,338,23
FOODS_2,WI_1,2015-11-01T00:00:00.000Z,11,2015,504,44
FOODS_2,WI_1,2013-07-15T00:00:00.000Z,7,2013,410,29
FOODS_2,CA_2,2011-02-27T00:00:00.000Z,2,2011,102,8
FOODS_2,TX_3,2011-10-11T00:00:00.000Z,10,2011,428,41
FOODS_2,WI_1,2014-07-20T00:00:00.000Z,7,2014,525,29
FOODS_2,CA_1,2013-09-17T00:00:00.000Z,9,2013,417,38
FOODS_2,TX_3,2015-12-04T00:00:00.000Z,12,2015,367,49
FOODS_2,TX_2,2011-04-20T00:00:00.000Z,4,2011,444,16
FOODS_2,WI_2,2011-12-18T00:00:00.000Z,12,2011,174,50
FOODS_2,CA_1,2012-07-01T00:00:00.000Z,7,2012,409,26
FOODS_2,CA_2,2014-03-25T00:00:00.000Z,3,2014,118,13
FOODS_2,CA_1,2016-02-02T00:00:00.000Z,2,2016,373,5
FOODS_2,CA_3,2012-09-17T00:00:00.000Z,9,2012,476,38
FOODS_2,CA_2,2013-12-28T00:00:00.000Z,12,2013,105,52
FOODS_2,CA_1,2013-02-05T00:00:00.000Z,2,2013,540,6
FOODS_2,CA_3,2013-11-21T00:00:00.000Z,11,2013,532,47
FOODS_2,CA_4,2012-02-16T00:00:00.000Z,2,2012,234,7
FOODS_2,CA_2,2011-04-29T00:00:00.000Z,4,2011,205,17
FOODS_2,CA_2,2012-07-18T00:00:00.000Z,7,2012,128,29
FOODS_2,CA_4,2016-01-21T00:00:00.000Z,1,2016,237,3
FOODS_2,CA_1,2016-05-03T00:00:00.000Z,5,2016,1616,18
FOODS_2,WI_3,2011-07-05T00:00:00.000Z,7,2011,696,27
FOODS_2,CA_2,2014-04-23T00:00:00.000Z,4,2014,113,17
FOODS_2,CA_2,2015-12-18T00:00:00.000Z,12,2015,531,51
FOODS_2,WI_2,2011-03-01T00:00:00.000Z,3,2011,171,9
FOODS_2,CA_4,2011-05-15T00:00:00.000Z,5,2011,254,19
FOODS_2,TX_1,2011-07-20T00:00:00.000Z,7,2011,499,29
FOODS_2,CA_1,2013-08-16T00:00:00.000Z,8,2013,425,33
FOODS_2,TX_2,2012-05-10T00:00:00.000Z,5,2012,391,19
FOODS_2,CA_3,2016-01-05T00:00:00.000Z,1,2016,621,1
FOODS_2,TX_1,2012-10-16T00:00:00.000Z,10,2012,397,42
FOODS_2,TX_3,2011-05-21T00:00:00.000Z,5,2011,300,20
FOODS_2,CA_4,2015-11-14T00:00:00.000Z,11,2015,259,46
FOODS_2,CA_4,2011-10-14T00:00:00.000Z,10,2011,234,41
